# MaleCNS v1.0 cell-type aliases across connectomes. Built by scripts/build_type_map_typing.py from: MaleCNS v1.0 body-annotations (flywireType / hemibrainType / mancType / class; CC BY 4.0), Schlegel et al. 2024 Nature doi:10.1038/s41586-024-07686-5 Supplementary Data 1 and 5 (github.com/flyconnectome/flywire_annotations v3.1.0 (commit 8587524, 2026-07-21), 'matching MaleCNS v1.0'; plus the 2024 paper release of SD1 for the old optic names; CC BY 4.0), Nern et al. 2025 Nature doi:10.1038/s41586-025-08746-0 Supplementary Tables 1 and 7 (CC BY 4.0), the MaleCNS Cell Type Explorer synonyms (github.com/reiserlab/celltype-explorer-drosophila-male-cns, 2026-09-09), and Olivera 2026 Neuroinformatics doi:10.1007/s12021-026-09783-4. Tiers: exact | alias | fuzzy | class (rules in the script docstring and docs/audits/receptor_sources_typing.md). Systems: flywire, hemibrain, hemibrain_body, optic_inventory, manc, literature, malecns_class. flag: ';'-joined caveats -- unresolvable (name absent from the source), cb_placeholder, paper_release_only, unmatched, conflict_nern7_vs_malecns[_notation], minority_agreement, merged_list_only, name_only, v3_name_collision (definitions in the script docstring); empty = no caveat. Downstream joins that trust tier 'alias' should drop rows flagged unresolvable / unmatched / conflict_nern7_vs_malecns.
malecns_type,alias,system,tier,flag,evidence
LHPD2b1,CB2977,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB3198,CB2977' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types)"
LHPD2b1,CB3198,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB3198,CB2977' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types)"
LHPD2b1,LHPD2b1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD2c1,LHPD2c1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPD2c1,LHPD2c1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD2c2,CB3194,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3194' on 4/10 cells
LHPD2c2,CB3458,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3458' on 4/10 cells
LHPD2c2,CB3778,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3778' on 2/10 cells
LHPD2c2,LHPD2c2,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD2c6,CB2244,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2244' on 4/4 cells
LHPD2c6,LHPD2c6,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD2c7,LHPD2c7,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPD2c7,LHPD2c7,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD2d1,LHPD2d1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPD2d1,LHPD2d1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD2d2,LHPD2d2,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPD2d2,LHPD2d2,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD3a2_a,CB0286,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB0286,CB1757,CB2765' on 8/8 cells; MaleCNS 1 : FlyWire 3 (merged types)"
LHPD3a2_a,CB1757,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB0286,CB1757,CB2765' on 8/8 cells; MaleCNS 1 : FlyWire 3 (merged types)"
LHPD3a2_a,CB2765,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB0286,CB1757,CB2765' on 8/8 cells; MaleCNS 1 : FlyWire 3 (merged types)"
LHPD3a2_a,LHPD3a2_a,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD3a2_b,CB0311,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0311' on 2/8 cells
LHPD3a2_b,CB2739,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2739' on 4/8 cells
LHPD3a2_b,LHPD3a2,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='LHPD3a2' on 2/8 cells
LHPD3a2_b,LHPD3a2_b,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD3a2_c,CB2677,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2677' on 4/4 cells
LHPD3a2_c,LHPD3a2_c,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD3a4_b,CB2914,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB2914,CB2984' on 9/9 cells; MaleCNS 1 : FlyWire 2 (merged types)"
LHPD3a4_b,CB2984,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB2914,CB2984' on 9/9 cells; MaleCNS 1 : FlyWire 2 (merged types)"
LHPD3a4_b,LHPD3a4_b,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD3a4_c,CB1939,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1939' on 9/9 cells
LHPD3a4_c,LHPD3a4_c,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD3a5,LHPD3a5,flywire,exact,minority_agreement,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
LHPD3a5,CB1929a,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB1929a' on 2/8 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
LHPD3a5,CB1929b,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB1929b' on 3/8 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
LHPD3a5,LHPD3a5,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD3c1,LHPD3c1,flywire,exact,merged_list_only,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPD3c1,CB2629,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='LHPD3c1,CB2629' on 3/3 cells; MaleCNS 1 : FlyWire 2 (merged types)"
LHPD3c1,LHPD3c1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD4a1,LHPD4a1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 8 FlyWire cells); MaleCNS flywireType agrees"
LHPD4a1,LHPD4a1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD4a2,CB1134,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1134' on 4/4 cells
LHPD4a2,LHPD4a2,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD4b1,LHPD4b1a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='LHPD4b1a' on 8/8 cells
LHPD4b1,LHPD4b1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD4c1,LHPD4c1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPD4c1,LHPD4c1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD4d1,LHPD4d1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPD4d1,LHPD4d1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD4d2_b,CB1134,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1134' on 2/2 cells
LHPD4d2_b,LHPD4d2_b,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD4e1_b,CB3191,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3191' on 3/3 cells
LHPD4e1_b,LHPD4e1_b,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD5a1,LHPD5a1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPD5a1,LHPD5a1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD5b1,SLPpm3_P01,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='SLPpm3_P01' on 2/2 cells
LHPD5b1,LHPD5b1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD5b1,fru-F-000098,literature,alias,,Schlegel 2024 SD1 v3.1.0 synonyms of FlyWire type SLPpm3_P01
LHPD5c1,LHPD5c1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPD5c1,LHPD5c1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD5d1,LHPD5d1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
LHPD5d1,LHPD5d1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD5e1,CB1016,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1016' on 4/4 cells
LHPD5e1,LHPD5e1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPD5f1,SMPp&v1A_P03,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='SMPp&v1A_P03' on 2/2 cells
LHPD5f1,LHPD5f1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV10a1a,LHPV10a1a,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPV10a1a,LHPV10a1,hemibrain,fuzzy,,rule transitive: MaleCNS->FlyWire 'LHPV10a1a' (exact) -> Schlegel 2024 SD1 hemibrain_type 'LHPV10a1' (majority over FlyWire cells)
LHPV10a1b,LHPV10a1b,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPV10a1b,LHPV10a1,hemibrain,fuzzy,,rule transitive: MaleCNS->FlyWire 'LHPV10a1b' (exact) -> Schlegel 2024 SD1 hemibrain_type 'LHPV10a1' (majority over FlyWire cells)
LHPV10b1,LHPV10b1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPV10b1,LHPV10b1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV10c1,LHPV10c1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPV10c1,LHPV10c1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV10d1,LHPV10d1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPV10d1,LHPV10d1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV11a1,LHPV11a1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
LHPV11a1,LHPV11a1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV12a1,LHPV12a1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPV12a1,LHPV12a1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV1c1,LHPV1c1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
LHPV1c1,LHPV1c1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV1c2,LHPV1c2,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPV1c2,LHPV1c2,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV1d1,LHPV1d1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPV1d1,LHPV1d1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2a1_a,LHPV2a1_a,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 6 FlyWire cells); MaleCNS flywireType agrees"
LHPV2a1_a,LHPV2a1_a,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2a1_c,LHPV2a1_c,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 10 FlyWire cells); MaleCNS flywireType agrees"
LHPV2a1_c,LHPV2a1_c,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2a1_d,LHPV2a1_d,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 6 FlyWire cells); MaleCNS flywireType agrees"
LHPV2a1_d,LHPV2a1_d,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2a1_e,LHPV2a1_c,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='LHPV2a1_c' on 3/3 cells
LHPV2a1_e,LHPV2a1_e,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2a2,CB2141,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2141' on 2/2 cells
LHPV2a2,LHPV2a2,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2a3,CB1195,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1195' on 3/5 cells
LHPV2a3,CB2493,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2493' on 2/5 cells
LHPV2a3,LHPV2a3,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2a4,LHPV2a4,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 6 FlyWire cells); MaleCNS flywireType agrees"
LHPV2a4,LHPV2a4,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2a5,LHPV2a5,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 5 FlyWire cells); MaleCNS flywireType agrees"
LHPV2a5,LHPV2a5,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2b1,CB1067,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1067' on 5/5 cells
LHPV2b1,LHPV2b1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2b2_a,CB1490,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB1490,CB2201' on 10/10 cells; MaleCNS 1 : FlyWire 2 (merged types)"
LHPV2b2_a,CB2201,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB1490,CB2201' on 10/10 cells; MaleCNS 1 : FlyWire 2 (merged types)"
LHPV2b2_a,LHPV2b2_a,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2b3,CB1258,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1258' on 7/14 cells
LHPV2b3,CB1363,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1363' on 6/14 cells
LHPV2b3,CB2724,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2724' on 1/14 cells
LHPV2b3,LHPV2b3,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 6 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2b4,CB1375,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1375' on 6/6 cells
LHPV2b4,LHPV2b4,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2b5,LHPV2b5,flywire,exact,merged_list_only,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 7 FlyWire cells); MaleCNS flywireType agrees"
LHPV2b5,CB3161,flywire,alias,paper_release_only;cb_placeholder,"MaleCNS v1.0 body-annotations flywireType='LHPV2b5,CB3282,CB3161' on 5/5 cells; MaleCNS 1 : FlyWire 3 (merged types); name not in Schlegel 2024 SD1 v3.1.0 cell_type list"
LHPV2b5,CB3282,flywire,alias,paper_release_only;cb_placeholder,"MaleCNS v1.0 body-annotations flywireType='LHPV2b5,CB3282,CB3161' on 5/5 cells; MaleCNS 1 : FlyWire 3 (merged types); name not in Schlegel 2024 SD1 v3.1.0 cell_type list"
LHPV2b5,LHPV2b5,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2c1_a,CB2828,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2828' on 4/4 cells
LHPV2c1_a,LHPV2c1_a,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2c2,LHPV2c2a,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='LHPV2c2a,LHPV2c2b' on 7/7 cells; MaleCNS 1 : FlyWire 2 (merged types)"
LHPV2c2,LHPV2c2b,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='LHPV2c2a,LHPV2c2b' on 7/7 cells; MaleCNS 1 : FlyWire 2 (merged types)"
LHPV2c2,LHPV2c2,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2c4,CB3294,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3294' on 4/4 cells; NAME COLLISION: a FlyWire type named 'LHPV2c4' exists but MaleCNS maps this type elsewhere
LHPV2c4,LHPV2c4,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2c5,CB2998,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2998' on 3/7 cells
LHPV2c5,CB3061,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3061' on 4/7 cells
LHPV2c5,LHPV2c5,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2d1,LHPV2d1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
LHPV2d1,LHPV2d1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2e1_a,LHPV2e1_a,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 7 FlyWire cells); MaleCNS flywireType agrees"
LHPV2e1_a,CB2581,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB2581,CB3108,CB3273' on 2/10 cells; MaleCNS 1 : FlyWire 3 (merged types)"
LHPV2e1_a,CB3108,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB2581,CB3108,CB3273' on 2/10 cells; MaleCNS 1 : FlyWire 3 (merged types)"
LHPV2e1_a,CB3273,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB2581,CB3108,CB3273' on 2/10 cells; MaleCNS 1 : FlyWire 3 (merged types)"
LHPV2e1_a,CB3935,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB3935' on 2/10 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
LHPV2e1_a,LHPV2e1_a,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2e1_a,LHPV2c4,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='LHPV2c4' on 2/10 cells
LHPV2g1,LHPV2g1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
LHPV2g1,LHPV2g1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2h1,LHPV2h1,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
LHPV2h1,LHPV2h1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2i1,LHPV2i1b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='LHPV2i1b' on 2/3 cells
LHPV2i1,LHPV2i1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV2i2_a,LHPV2i2a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='LHPV2i2a' on 2/2 cells
LHPV2i2_a,LHPV2i2,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='LHPV2i2' on 2/2 cells
LHPV2i2_b,LHPV2i2b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='LHPV2i2b' on 2/2 cells
LHPV2i2_b,LHPV2i2,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='LHPV2i2' on 2/2 cells
LHPV3a1,LHPV3a1_a,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='LHPV3a1_a' on 2/4 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'LHPV3a1' exists but MaleCNS maps this type elsewhere
LHPV3a1,LHPV3a1_b,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='LHPV3a1_b' on 2/4 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'LHPV3a1' exists but MaleCNS maps this type elsewhere
LHPV3a1,LHPV3a1,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV3a2,LHPV3a2,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 5 FlyWire cells); MaleCNS flywireType agrees"
LHPV3a2,LHPV3a2,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV3a3_b,CB0952,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0952' on 8/9 cells
LHPV3a3_b,CB2796,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2796' on 1/9 cells
LHPV3a3_b,LHPV3a3_b,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV3b1_a,CB1961,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB1961,CB2796' on 5/5 cells; MaleCNS 1 : FlyWire 2 (merged types)"
LHPV3b1_a,CB2796,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB1961,CB2796' on 5/5 cells; MaleCNS 1 : FlyWire 2 (merged types)"
LHPV3b1_a,LHPV3b1_a,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
LHPV3b1_b,LHPV3b1_b,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 6 FlyWire cells); MaleCNS flywireType agrees"
